0.8071,0.010513,-0.0069904,-0.001758,-0.0066465,4.60E-04,0.030662,-0.049178,-0.018521,0.0069992,0.0011646,0.0030858,-0.0015381,5.18E-04,-2.05E-04,-0.0007152,5.51E-05,-9.58E-04,-0.0010984,-2.44E-04,0.0023527,-0.013361,-4.73E-05,-0.00094525,0.0012052,-0.0020067,-0.00015485,0.0035713
0.010513,0.019741,-0.00066728,-8.32E-05,-0.0032736,0.00011883,-9.34E-06,-0.00051444,-0.00051918,-0.0028825,-0.0013733,0.0034668,-0.0038507,0.0019979,-3.24E-05,-0.0036151,1.93E-05,-1.45E-04,0.00042248,3.71E-05,-0.00076146,-0.011211,-6.68E-05,0.00036562,0.0011935,0.00088557,0.0011268,0.00021298
-0.0069904,-0.00066728,0.0017402,-2.75E-05,3.00E-04,1.24E-04,0.00010519,8.21E-05,1.89E-04,4.40E-05,-1.18E-04,1.76E-04,-1.51E-04,9.68E-05,2.06E-05,7.51E-05,1.48E-05,-8.58E-05,0.00017784,-4.44E-05,0.00058897,-0.0014798,-7.74E-06,-9.21E-05,-4.99E-04,-6.14E-05,-1.15E-04,0.00071783
-0.001758,-8.32E-05,-2.75E-05,0.0038307,8.14E-05,-1.93E-06,0.00066227,-0.001581,-0.00091804,1.86E-05,-7.16E-06,-1.59E-05,-2.23E-06,3.96E-06,7.43E-06,-5.57E-06,-2.29E-07,5.33E-06,-3.24E-05,7.21E-07,3.55E-06,0.00010052,8.96E-07,8.40E-06,-2.71E-05,5.19E-05,4.62E-05,5.06E-05
-0.0066465,-0.0032736,3.00E-04,8.14E-05,0.0024259,1.97E-05,-1.25E-04,0.00046908,3.44E-04,0.00097794,2.13E-04,0.00034076,-7.83E-05,8.96E-07,5.19E-05,-4.38E-05,2.50E-06,-1.01E-04,-0.00044271,1.61E-05,-0.0003097,-9.32E-04,-3.60E-06,-0.00016675,0.00044148,-0.00048568,-1.76E-04,-0.00028585
4.60E-04,0.00011883,1.24E-04,-1.93E-06,1.97E-05,0.003889,1.09E-04,-9.58E-05,1.34E-05,-1.98E-05,1.46E-05,-2.02E-05,1.19E-05,-6.49E-06,5.55E-06,-1.93E-05,-2.04E-06,9.69E-06,1.28E-05,-1.65E-06,2.51E-05,-0.0002114,-1.30E-06,1.40E-05,3.18E-05,1.51E-05,1.34E-05,1.36E-05
0.030662,-9.34E-06,0.00010519,0.00066227,-1.25E-04,1.09E-04,0.025887,0.016707,-0.019929,-0.0003637,-0.0016101,-0.00062802,9.66E-05,6.40E-05,-1.23E-05,0.00029543,1.31E-05,1.14E-04,0.00076263,3.44E-05,-0.00047931,0.00074368,-1.62E-06,-0.00014932,-0.00024378,0.00049926,0.00069308,-0.00043246
-0.049178,-0.00051444,8.21E-05,-0.001581,0.00046908,-9.58E-05,0.016707,0.027091,-0.018688,0.0012274,0.00019956,-2.76E-05,-1.26E-04,6.81E-05,1.56E-04,-0.00029804,-1.13E-05,4.45E-05,-0.0011866,-5.47E-06,2.07E-04,0.00019098,1.05E-05,0.00014236,5.51E-05,0.00073903,0.00092881,8.56E-04
-0.018521,-0.00051918,1.89E-04,-0.00091804,3.44E-04,1.34E-05,-0.019929,-0.018688,0.023874,0.00086319,-0.0014112,-0.00065594,-2.96E-05,0.00013215,0.0001438,-2.55E-06,1.88E-06,1.59E-04,-0.00042405,2.88E-05,-0.00027294,0.00094151,8.90E-06,-6.72E-06,-1.88E-04,0.0012387,0.0016226,4.19E-04
0.0069992,-0.0028825,4.40E-05,1.86E-05,0.00097794,-1.98E-05,-0.0003637,0.0012274,0.00086319,0.0031038,-1.55E-04,-0.00022771,4.83E-05,-5.06E-06,-8.73E-05,1.25E-05,-2.50E-06,7.55E-05,0.00048334,-5.14E-06,0.00014625,0.00089766,3.27E-06,1.25E-04,-2.41E-04,0.00032119,9.21E-05,0.00021489
0.0011646,-0.0013733,-1.18E-04,-7.16E-06,2.13E-04,1.46E-05,-0.0016101,0.00019956,-0.0014112,-1.55E-04,0.0037693,-6.35E-05,-1.58E-06,1.17E-05,-2.85E-05,2.48E-05,1.69E-06,1.44E-05,9.15E-05,1.83E-06,-7.71E-06,0.00026973,1.21E-06,6.80E-06,-1.01E-04,1.06E-04,6.63E-05,3.53E-05
0.0030858,0.0034668,1.76E-04,-1.59E-05,0.00034076,-2.02E-05,-0.00062802,-2.76E-05,-0.00065594,-0.00022771,-6.35E-05,0.0037589,7.13E-05,-2.60E-05,-5.49E-06,3.46E-05,-2.48E-06,3.90E-05,0.00012116,7.72E-06,-2.27E-04,-0.0034,-2.02E-05,4.74E-05,-6.02E-05,0.00013876,7.25E-05,3.21E-05
-0.0015381,-0.0038507,-1.51E-04,-2.23E-06,-7.83E-05,1.19E-05,9.66E-05,-1.26E-04,-2.96E-05,4.83E-05,-1.58E-06,7.13E-05,0.0038473,2.76E-05,-6.47E-06,-3.72E-05,1.48E-06,-1.41E-05,3.97E-05,-9.56E-06,3.10E-04,0.0042518,2.46E-05,-1.30E-05,-4.02E-06,-2.71E-05,-8.89E-06,9.52E-05
5.18E-04,0.0019979,9.68E-05,3.96E-06,8.96E-07,-6.49E-06,6.40E-05,6.81E-05,0.00013215,-5.06E-06,1.17E-05,-2.60E-05,2.76E-05,0.0038893,-8.30E-06,1.56E-05,-8.08E-07,4.64E-06,0.00013356,6.59E-06,-1.63E-04,-0.0022774,-1.34E-05,4.00E-06,1.91E-05,-3.69E-07,-2.75E-06,1.31E-04
-2.05E-04,-3.24E-05,2.06E-05,7.43E-06,5.19E-05,5.55E-06,-1.23E-05,1.56E-04,0.0001438,-8.73E-05,-2.85E-05,-5.49E-06,-6.47E-06,-8.30E-06,0.0038173,2.63E-06,5.65E-07,1.93E-06,0.00074005,7.98E-06,7.20E-07,-4.91E-06,-1.28E-06,5.00E-06,-5.13E-06,2.12E-05,1.76E-07,0.00083849
-0.0007152,-0.0036151,7.51E-05,-5.57E-06,-4.38E-05,-1.93E-05,0.00029543,-0.00029804,-2.55E-06,1.25E-05,2.48E-05,3.46E-05,-3.72E-05,1.56E-05,2.63E-06,0.0038343,-2.22E-06,3.39E-06,6.64E-05,-1.24E-05,0.00035232,0.0038375,2.21E-05,1.21E-05,5.44E-05,-1.23E-07,1.52E-05,0.00012401
5.51E-05,1.93E-05,1.48E-05,-2.29E-07,2.50E-06,-2.04E-06,1.31E-05,-1.13E-05,1.88E-06,-2.50E-06,1.69E-06,-2.48E-06,1.48E-06,-8.08E-07,5.65E-07,-2.22E-06,0.003906,1.16E-06,1.76E-06,-1.76E-07,2.52E-06,-3.09E-05,-1.89E-07,1.66E-06,3.75E-06,1.84E-06,1.59E-06,1.87E-06
-9.58E-04,-1.45E-04,-8.58E-05,5.33E-06,-1.01E-04,9.69E-06,1.14E-04,4.45E-05,1.59E-04,7.55E-05,1.44E-05,3.90E-05,-1.41E-05,4.64E-06,1.93E-06,3.39E-06,1.16E-06,0.99999,-4.53E-05,-4.78E-07,-1.18E-06,-1.33E-05,1.45E-07,-1.82E-05,7.82E-06,-4.45E-05,-2.51E-05,-1.51E-05
-0.0010984,0.00042248,0.00017784,-3.24E-05,-0.00044271,1.28E-05,0.00076263,-0.0011866,-0.00042405,0.00048334,9.15E-05,0.00012116,3.97E-05,0.00013356,0.00074005,6.64E-05,1.76E-06,-4.53E-05,0.97989,-0.00011854,-0.00040351,0.00079565,4.09E-05,-5.47E-05,1.32E-04,-1.41E-04,-2.83E-05,-0.019055
-2.44E-04,3.71E-05,-4.44E-05,7.21E-07,1.61E-05,-1.65E-06,3.44E-05,-5.47E-06,2.88E-05,-5.14E-06,1.83E-06,7.72E-06,-9.56E-06,6.59E-06,7.98E-06,-1.24E-05,-1.76E-07,-4.78E-07,-0.00011854,0.0038998,0.00011772,0.0010818,6.47E-06,2.63E-06,-5.30E-06,1.96E-06,1.27E-06,-0.00011447
